,online_order,book_table,votes,approx_cost(for two people),location_code,rest_type_code,cuisines_code,listed_in(type)_code
17756,1,0,401.0,650.0,26,16,646,2
34059,1,0,109.0,500.0,39,24,1617,4
33583,1,0,0.0,400.0,22,73,203,2
16417,1,0,18.0,400.0,22,0,234,2
33461,0,0,46.0,1100.0,16,24,1617,2
38767,1,0,129.0,700.0,8,24,2378,4
13274,0,0,14.0,800.0,66,6,1744,5
46143,1,1,57.0,900.0,63,24,2174,0
876,0,1,165.0,1000.0,28,24,2269,0
37675,1,1,576.5800000000017,1200.0,12,25,288,0
44208,0,1,510.0,700.0,57,24,1617,2
17793,1,0,21.0,200.0,26,73,1498,2
31102,1,0,576.5800000000017,550.0,43,24,197,4
43628,0,0,0.0,300.0,8,73,2131,4
29855,1,0,90.0,500.0,45,73,1137,2
19558,1,0,339.0,300.0,43,40,1069,2
24037,1,0,151.0,500.0,2,73,2074,2
5010,0,0,253.0,1000.0,27,24,1682,0
28592,1,0,149.0,600.0,43,24,405,4
8095,0,0,0.0,500.0,84,24,1704,4
12572,0,0,576.5800000000017,1300.0,50,46,2378,4
27840,0,1,450.0,650.0,45,24,1617,2
3018,0,0,9.0,300.0,4,73,1116,2
42039,0,0,28.0,600.0,9,24,1682,4
35163,1,0,95.0,300.0,39,73,1865,2
45757,1,0,30.0,200.0,31,73,1617,4
35290,1,0,37.0,300.0,43,73,1116,2
24126,1,1,293.0,900.0,34,24,2148,2
29850,1,0,304.0,400.0,22,86,417,2
35749,1,0,576.5800000000017,1000.0,44,24,1617,2
12397,1,0,116.0,500.0,50,17,513,3
29041,1,0,8.0,300.0,22,73,2249,4
30200,1,0,41.0,500.0,44,50,1469,2
14110,1,0,419.0,400.0,19,73,2266,4
19013,1,0,161.0,400.0,31,24,392,4
21321,0,0,265.0,800.0,1,24,1379,4
28387,0,1,576.5800000000017,1300.0,43,65,1568,4
23705,0,0,9.0,550.0,36,24,1982,4
43851,0,0,576.5800000000017,1300.0,49,57,1545,5
19821,1,0,19.0,400.0,0,73,1682,2
11335,0,0,90.0,750.0,3,24,1682,4
15308,0,0,211.0,200.0,20,5,244,3
5558,1,1,576.5800000000017,1000.0,67,24,1516,2
34705,0,1,576.5800000000017,1300.0,43,60,894,5
36042,0,0,45.0,150.0,43,73,2337,2
26925,1,0,34.0,400.0,45,36,2133,2
36469,1,0,152.0,350.0,43,14,306,3
38941,1,0,101.0,150.0,77,73,1409,4
46686,0,0,49.0,250.0,5,84,1553,3
625,0,0,0.0,900.0,1,16,617,4
16902,1,0,7.0,300.0,22,37,1323,3
34745,1,1,576.5800000000017,1300.0,42,24,1788,0
38300,0,0,31.0,300.0,8,56,770,2
35869,1,0,61.0,650.0,0,16,492,2
31493,1,0,97.0,500.0,18,73,280,4
34775,1,0,73.0,650.0,45,16,492,1
31328,1,0,576.5800000000017,650.0,45,24,1917,4
39732,1,0,23.0,300.0,53,50,720,2
23104,1,0,8.0,550.0,30,5,1059,3
32888,1,1,576.5800000000017,600.0,43,16,500,2
13621,1,0,19.0,500.0,19,73,1137,2
585,0,0,93.0,300.0,1,16,643,4
21659,0,0,38.0,250.0,0,73,1735,4
44189,1,0,7.0,200.0,57,73,2266,2
26069,0,0,9.0,250.0,35,73,1682,4
41270,1,1,576.5800000000017,750.0,54,24,1732,2
33375,0,0,445.0,400.0,42,37,233,2
19614,1,0,22.0,150.0,0,86,1404,2
24222,1,0,186.0,500.0,35,73,788,2
8929,1,0,356.0,450.0,22,24,1682,2
31482,1,0,121.0,400.0,39,73,1704,4
23270,0,0,16.0,700.0,28,24,1998,4
20293,0,0,31.0,200.0,30,73,2262,2
40653,1,0,76.0,400.0,54,73,1704,2
12684,1,0,205.0,500.0,77,24,1735,4
10272,1,0,576.5800000000017,500.0,30,37,234,3
38976,1,0,33.0,400.0,74,5,227,4
50087,0,0,54.0,900.0,72,7,1682,6
47077,0,0,55.0,1300.0,52,24,1818,4
9314,1,0,25.0,400.0,44,24,1469,2
26958,1,0,53.0,500.0,45,36,1617,2
36953,1,0,434.0,400.0,42,73,1982,4
39806,1,0,24.0,300.0,57,73,1271,2
11643,1,0,96.0,600.0,79,16,599,1
48791,0,0,576.5800000000017,1300.0,12,57,989,5
39713,1,0,22.0,250.0,57,73,461,2
9370,1,0,12.0,200.0,30,37,1088,2
47125,0,0,26.0,350.0,53,73,1135,4
49729,0,0,29.0,400.0,72,73,1126,4
27811,1,0,42.0,200.0,22,73,2185,2
24906,1,0,20.0,350.0,21,73,2280,4
12716,0,0,58.0,1300.0,79,24,1521,4
24206,1,0,21.0,300.0,2,73,734,2
27598,0,0,11.0,300.0,7,73,1199,2
22558,1,0,31.0,400.0,0,73,126,2
27424,1,1,576.5800000000017,1200.0,42,6,1251,2
50848,1,0,197.0,700.0,84,24,1684,2
1837,0,0,7.0,500.0,3,36,227,3
32461,1,0,576.5800000000017,1200.0,22,24,2318,2
29280,0,1,576.5800000000017,1300.0,39,24,1851,0
47629,1,0,12.0,400.0,50,0,227,2
1696,1,0,576.5800000000017,400.0,28,24,2303,2
36145,0,0,0.0,500.0,0,24,1897,2
44085,1,0,536.0,650.0,57,24,791,2
41422,1,0,7.0,400.0,6,86,1134,2
36889,0,0,227.0,450.0,44,16,492,4
35867,1,0,123.0,400.0,43,0,234,2
12657,1,1,354.0,1200.0,67,24,2188,4
48422,1,0,23.0,700.0,8,24,2165,4
43793,0,0,0.0,500.0,81,73,1532,4
38648,0,1,576.5800000000017,1300.0,66,24,1393,4
16686,1,0,7.0,100.0,22,73,2321,2
45569,1,0,338.0,800.0,26,26,556,3
20631,1,1,576.5800000000017,1200.0,43,24,1682,2
51024,1,0,6.0,500.0,84,0,234,3
26613,0,0,54.0,250.0,44,14,2371,1
10919,0,0,576.5800000000017,650.0,43,24,61,4
974,1,0,43.0,300.0,28,73,459,2
17143,1,0,70.0,400.0,22,73,2064,4
45316,0,1,19.0,800.0,26,24,1295,2
1639,0,0,7.0,250.0,3,73,1283,2
29819,1,0,61.0,900.0,0,16,492,2
2134,0,0,13.0,200.0,3,73,2031,4
16511,1,1,59.0,700.0,22,24,1797,2
50520,1,1,128.0,1200.0,84,7,1842,2
25169,0,0,10.0,900.0,35,16,617,1
7948,1,0,387.0,800.0,84,24,416,4
43668,0,0,4.0,300.0,67,73,345,4
2838,1,0,519.0,900.0,1,24,791,2
49922,1,0,92.0,350.0,6,73,1221,4
4368,1,0,0.0,500.0,54,50,1617,2
13149,0,0,4.0,250.0,74,73,2185,4
37603,1,1,576.5800000000017,1300.0,45,25,166,6
13611,1,0,54.0,450.0,19,37,1323,2
24027,1,0,54.0,600.0,24,36,2185,2
312,1,0,149.0,300.0,47,73,1159,2
13719,0,0,17.0,600.0,19,24,75,2
23866,0,0,92.0,700.0,34,16,492,1
45123,1,0,0.0,300.0,18,37,1057,2
40293,1,0,19.0,500.0,73,24,2165,4
16932,0,0,38.0,400.0,22,37,1316,3
9729,1,0,36.0,400.0,22,86,69,2
8845,1,0,138.0,300.0,0,73,1853,2
19599,1,0,449.0,100.0,4,73,2185,2
1647,0,0,291.0,250.0,3,24,2283,2
1038,1,0,93.0,350.0,3,73,1682,2
47584,0,0,8.0,200.0,79,73,1682,2
22385,1,0,20.0,700.0,28,24,1987,2
16,1,0,133.0,800.0,1,16,624,1
51291,0,0,7.0,250.0,84,11,318,4
42072,1,0,16.0,250.0,6,73,914,4
34003,1,0,576.5800000000017,750.0,43,24,147,4
44540,0,0,15.0,200.0,57,73,1617,4
43033,1,1,62.0,800.0,50,16,632,3
36819,1,0,66.0,700.0,42,19,649,4
29303,0,0,576.5800000000017,900.0,43,19,499,1
32498,1,1,74.0,900.0,0,24,1794,2
19281,0,0,576.5800000000017,1200.0,26,30,13,5
15277,0,0,4.0,400.0,79,73,2211,2
17263,1,0,14.0,450.0,22,73,1430,4
17430,1,0,21.0,350.0,39,73,1682,4
22579,0,0,7.0,600.0,28,86,1382,2
43016,1,0,6.0,400.0,79,0,234,2
28400,0,0,576.5800000000017,800.0,43,16,656,4
23462,1,1,576.5800000000017,1000.0,3,24,115,4
20903,0,0,31.0,250.0,30,0,244,3
31093,1,1,387.0,1300.0,43,25,1538,4
49745,1,0,70.0,600.0,72,73,788,4
25288,1,0,38.0,300.0,34,86,461,2
32141,0,1,576.5800000000017,800.0,44,16,572,1
22915,0,0,0.0,300.0,0,73,110,2
37063,0,0,126.0,300.0,44,73,2139,4
14083,1,0,523.0,450.0,19,24,56,4
21595,1,0,11.0,200.0,0,73,411,4
6151,0,0,161.0,500.0,75,24,1682,4
219,1,0,576.5800000000017,500.0,1,37,1080,2
17010,1,1,576.5800000000017,600.0,22,24,1468,4
43466,0,0,57.0,700.0,77,24,1682,4
27135,1,0,515.0,750.0,45,24,794,2
50100,1,1,576.5800000000017,600.0,84,1,232,1
47360,1,0,122.0,300.0,79,73,1682,2
49606,0,0,128.0,600.0,6,5,251,3
22496,1,0,142.0,750.0,30,24,2199,2
47985,1,0,576.5800000000017,550.0,8,77,1072,3
6447,1,0,0.0,300.0,75,73,1753,4
1314,1,0,124.0,400.0,0,73,1682,2
23592,0,1,576.5800000000017,1100.0,0,25,1911,4
43095,0,0,67.0,200.0,79,73,2344,3
42408,1,0,110.0,500.0,74,24,877,2
12061,0,0,0.0,300.0,79,73,411,2
48940,1,0,101.0,200.0,6,73,1430,2
13169,0,0,11.0,300.0,74,73,2185,4
41623,1,0,85.0,400.0,54,16,536,4
19449,1,1,239.0,600.0,28,26,512,1
28947,0,1,325.0,1300.0,16,24,2161,4
21106,0,1,152.0,1300.0,30,57,1618,4
43732,1,0,97.0,650.0,27,19,539,4
19832,1,1,220.0,600.0,43,24,1739,2
45851,1,0,398.0,700.0,26,16,503,4
44406,1,0,34.0,250.0,57,37,1323,3
28211,1,0,37.0,450.0,39,5,227,3
11939,0,0,169.0,600.0,20,24,120,2
37460,0,0,7.0,500.0,0,73,2266,4
29483,1,0,461.0,650.0,0,24,266,2
37312,1,0,40.0,250.0,0,73,1682,4
25161,1,0,576.5800000000017,1000.0,35,16,540,1
44837,1,0,576.5800000000017,500.0,16,36,234,2
40350,1,0,328.0,450.0,63,24,2283,4
32161,1,0,576.5800000000017,600.0,43,16,497,1
14139,0,0,43.0,800.0,19,24,1815,4
31729,1,0,101.0,700.0,0,16,679,4
28886,0,0,0.0,200.0,39,73,1116,4
27851,0,0,42.0,800.0,43,24,754,2
5809,1,0,576.5800000000017,400.0,8,37,1057,3
20863,1,0,74.0,800.0,30,24,173,3
34058,1,0,457.0,650.0,39,24,1617,4
19081,0,0,8.0,250.0,16,73,2293,4
27238,1,0,84.0,300.0,0,73,1682,2
2729,1,0,73.0,300.0,4,0,255,2
41850,1,0,26.0,250.0,54,73,1682,4
49609,1,0,0.0,300.0,54,37,1323,3
13453,1,0,138.0,500.0,25,36,1669,2
3457,1,1,576.5800000000017,1000.0,30,25,61,4
2313,1,0,97.0,600.0,28,24,416,4
34672,0,0,576.5800000000017,1000.0,44,71,895,5
42623,1,0,4.0,300.0,74,74,745,2
41977,1,0,210.0,600.0,54,50,1654,4
51631,0,0,5.0,250.0,9,73,1617,4
42775,1,0,38.0,700.0,26,16,1277,2
42300,1,0,288.0,500.0,77,73,474,2
11659,1,0,125.0,900.0,50,26,925,1
46237,1,0,69.0,500.0,63,50,2185,2
25993,0,1,240.0,1300.0,35,24,1483,4
18696,1,1,576.5800000000017,800.0,26,24,2091,4
22216,1,0,13.0,300.0,0,73,1116,2
21911,1,0,253.0,300.0,30,37,1063,2
4052,1,1,576.5800000000017,750.0,54,24,1732,2
45080,1,0,128.0,600.0,33,24,1982,2
34969,1,0,25.0,600.0,3,24,1682,2
7216,0,0,4.0,400.0,84,24,2185,2
17887,1,0,123.0,400.0,26,43,1558,2
32857,1,0,31.0,700.0,44,24,2266,2
32586,1,0,523.0,500.0,42,24,864,2
3779,1,0,35.0,650.0,6,16,522,1
21955,1,0,65.0,200.0,47,73,2321,2
14167,1,0,48.0,1000.0,19,24,710,4
29802,1,1,576.5800000000017,1000.0,3,24,1617,2
21443,0,0,17.0,200.0,0,73,1682,4
47176,0,1,576.5800000000017,1300.0,53,60,1400,5
5301,1,0,450.0,700.0,20,24,140,2
8333,0,0,159.0,600.0,43,20,654,1
24697,0,1,576.5800000000017,1300.0,34,24,1530,4
30307,0,0,8.0,400.0,43,36,1969,2
13204,1,0,146.0,600.0,15,73,2074,4
12645,0,1,357.0,1300.0,67,46,1917,4
35249,1,0,177.0,500.0,0,73,281,2
34518,0,0,15.0,1000.0,0,6,1617,4
48050,0,0,27.0,300.0,50,73,1913,3
47747,1,0,8.0,300.0,85,73,345,2
10409,1,0,420.0,800.0,0,24,153,4
20633,1,0,8.0,550.0,30,5,1059,2
28409,1,0,576.5800000000017,600.0,43,24,444,4
44449,1,1,576.5800000000017,800.0,57,24,968,4
31123,0,1,576.5800000000017,1300.0,43,60,894,4
8233,1,0,68.0,250.0,54,14,334,4
6091,0,1,282.0,1200.0,66,7,169,4
24109,1,0,22.0,650.0,34,73,2074,2
1413,1,0,18.0,400.0,3,73,2262,2
12977,0,0,7.0,500.0,66,73,2200,4
24915,1,0,114.0,300.0,35,73,1758,4
42268,0,0,99.0,600.0,79,16,599,1
51609,1,0,7.0,300.0,84,15,2185,4
8761,1,0,227.0,500.0,22,73,392,2
49193,1,0,6.0,200.0,6,11,1409,2
12614,0,0,576.5800000000017,1300.0,50,46,1110,4
43292,0,0,576.5800000000017,1300.0,12,57,989,4
8383,0,0,109.0,800.0,43,16,556,1
22531,1,0,12.0,250.0,0,73,1116,2
21397,0,0,97.0,1100.0,28,25,2208,4
47909,1,0,0.0,200.0,12,73,720,2
43034,0,0,576.5800000000017,450.0,50,40,1078,3
16861,1,0,221.0,400.0,22,37,1326,3
51075,1,1,476.0,1300.0,84,26,1840,4
24218,1,0,71.0,450.0,2,24,107,2
42504,1,0,75.0,1000.0,85,24,939,2
47897,0,0,10.0,350.0,50,73,1704,2
50081,1,1,576.5800000000017,1300.0,72,25,2160,6
2803,1,0,4.0,350.0,1,36,1617,2
49545,0,0,393.0,200.0,72,37,1318,3
10885,0,1,576.5800000000017,1000.0,28,24,2094,4
1015,1,1,576.5800000000017,600.0,28,26,2065,2
33592,1,0,152.0,350.0,43,14,306,2
21935,1,0,576.5800000000017,800.0,28,24,430,2
24591,1,0,432.0,500.0,34,37,1063,3
47020,1,0,250.0,300.0,53,73,1735,4
31148,1,0,93.0,600.0,43,16,556,4
6903,1,0,75.0,400.0,54,73,1617,2
32143,1,0,87.0,700.0,44,16,608,1
22328,1,0,205.0,300.0,30,37,1323,2
20278,1,0,0.0,300.0,43,73,1957,2
20688,0,0,0.0,300.0,0,86,2280,2
41281,0,0,57.0,450.0,59,73,374,2
17933,1,0,32.0,250.0,26,83,1549,2
3564,1,0,14.0,100.0,30,73,2185,4
48381,0,0,140.0,600.0,12,24,1617,4
33103,0,0,16.0,450.0,0,73,1126,2
34977,1,0,261.0,500.0,74,24,1682,2
35235,1,0,17.0,200.0,0,73,2262,2
15707,0,0,0.0,500.0,81,73,1532,4
35332,1,0,15.0,350.0,3,73,1116,2
34989,1,0,53.0,350.0,45,73,1271,2
13233,1,1,576.5800000000017,1300.0,49,27,2054,5
7505,1,0,118.0,1200.0,54,25,1682,2
35428,1,0,48.0,700.0,0,24,1682,2
14342,0,0,29.0,150.0,19,73,1617,4
3119,0,0,65.0,300.0,1,73,1221,2
37167,0,1,137.0,1000.0,85,6,1251,4
44114,1,0,44.0,150.0,57,73,1617,2
43991,1,0,58.0,900.0,57,16,617,1
25677,1,0,10.0,300.0,2,73,345,2
11767,1,1,576.5800000000017,1300.0,49,27,2054,2
33087,1,0,9.0,400.0,43,73,1403,2
37663,0,1,576.5800000000017,1300.0,49,46,1838,0
43786,0,0,38.0,300.0,20,73,280,4
42086,0,0,19.0,200.0,9,73,1766,4
17716,1,1,576.5800000000017,1200.0,26,24,1617,2
4753,0,0,0.0,300.0,6,54,1116,4
48600,0,0,33.0,400.0,15,73,2196,4
38299,0,0,122.0,500.0,8,24,1396,2
34444,1,1,74.0,900.0,0,24,1794,4
22886,0,0,13.0,200.0,0,11,303,2
2573,1,0,78.0,100.0,30,73,1498,2
11286,0,0,4.0,700.0,22,24,1923,4
38559,0,1,25.0,1300.0,79,16,683,3
20198,1,1,576.5800000000017,1100.0,28,30,1818,2
11144,1,0,394.0,400.0,45,73,1617,4
33735,1,0,29.0,400.0,45,0,1059,3
28349,0,0,220.0,250.0,42,73,1617,4
17224,1,0,123.0,300.0,22,73,1806,4
31384,1,0,275.0,500.0,41,16,492,4
4686,1,0,94.0,200.0,6,73,1430,4
42515,1,0,403.0,750.0,15,24,1920,2
35331,1,0,60.0,300.0,42,73,1969,2
35079,1,0,201.0,800.0,43,16,583,2
16201,1,1,576.5800000000017,800.0,22,19,705,2
8892,1,0,31.0,700.0,44,24,2266,2
951,1,0,77.0,400.0,3,73,1617,2
24520,1,0,4.0,300.0,2,73,805,2
41381,1,0,521.0,500.0,54,73,1439,2
41423,0,1,576.5800000000017,1300.0,54,24,198,3
9487,1,0,11.0,300.0,0,73,411,2
8291,0,1,353.0,1300.0,41,46,1099,0
44013,1,0,112.0,700.0,57,24,84,2
10407,1,0,9.0,300.0,0,73,2196,4
32705,1,0,213.0,400.0,44,73,466,2
45043,1,0,149.0,200.0,16,73,360,2
35263,1,1,576.5800000000017,600.0,44,24,1617,2
46333,1,0,59.0,300.0,53,73,52,2
37710,0,0,10.0,700.0,8,24,1730,0
44130,1,0,0.0,200.0,57,73,769,2
42081,1,0,5.0,700.0,6,24,51,4
39414,0,1,371.0,1300.0,71,46,1819,0
19374,0,1,334.0,1300.0,50,25,1460,6
29951,1,0,70.0,300.0,0,37,1063,2
8697,1,1,325.0,800.0,45,24,1698,2
24891,0,0,13.0,500.0,35,24,930,4
42183,1,0,57.0,1300.0,8,24,1399,0
5348,1,0,392.0,700.0,26,16,503,2
19424,0,0,108.0,700.0,30,16,608,1
22095,1,0,11.0,200.0,0,11,1336,2
51519,0,0,36.0,400.0,84,50,1617,4
17256,1,0,0.0,500.0,22,73,1133,4
1130,1,0,13.0,100.0,0,85,1401,2
27738,1,0,33.0,600.0,79,73,1682,2
47512,1,0,576.5800000000017,1300.0,12,57,41,2
13380,0,0,0.0,700.0,19,24,935,0
40151,0,0,10.0,400.0,53,73,2196,4
23237,1,0,46.0,450.0,28,16,467,4
26018,0,0,25.0,550.0,35,16,621,4
25406,1,0,17.0,400.0,24,11,303,2
50506,1,0,112.0,700.0,84,24,59,2
44968,1,0,19.0,300.0,26,86,1175,2
46401,1,0,26.0,150.0,73,73,1502,2
46399,1,0,18.0,250.0,63,73,1167,2
22838,0,0,17.0,350.0,3,86,227,2
4271,0,0,12.0,700.0,6,24,853,2
48415,0,0,217.0,1300.0,49,24,1353,4
50716,0,0,28.0,400.0,84,73,1794,2
19354,0,1,263.0,1000.0,26,71,1045,6
35115,1,0,118.0,400.0,0,73,392,2
15761,0,0,62.0,1300.0,79,57,1229,5
46469,0,0,21.0,300.0,55,73,2185,2
13252,0,0,378.0,1000.0,66,6,1735,5
30894,1,0,231.0,500.0,43,37,1323,3
8221,1,0,61.0,700.0,54,24,432,4
32256,1,0,563.0,400.0,0,37,1063,2
31265,1,1,576.5800000000017,1300.0,42,68,1234,4
51455,1,0,147.0,600.0,84,50,788,4
9585,0,0,34.0,650.0,0,73,1382,2
44704,0,0,37.0,1300.0,57,57,885,5
15972,0,0,576.5800000000017,800.0,22,24,1617,2
25868,1,0,12.0,800.0,34,24,1928,2
38492,1,0,132.0,180.0,8,37,1316,3
50646,0,0,14.0,500.0,84,37,1057,2
48651,1,0,0.0,300.0,4,73,798,4
1173,1,0,47.0,300.0,28,73,2266,2
49953,0,0,47.0,500.0,6,16,492,4
4171,0,0,368.0,600.0,6,24,1961,2
49073,1,0,576.5800000000017,500.0,22,24,1617,2
26251,0,0,6.0,700.0,2,25,798,4
8103,0,0,13.0,250.0,84,73,2185,4
6393,1,0,23.0,500.0,67,73,409,4
38625,0,0,576.5800000000017,1300.0,50,46,2378,4
10623,1,0,124.0,400.0,0,73,1682,4
11430,1,0,6.0,550.0,30,24,1682,4
36592,0,1,455.0,650.0,45,24,1617,4
2791,1,0,25.0,600.0,43,24,1518,2
30254,1,0,38.0,400.0,39,36,1617,2
17678,1,1,576.5800000000017,1000.0,26,24,1617,2
29909,1,0,41.0,400.0,0,73,379,2
5996,1,0,11.0,400.0,8,24,1853,4
35965,1,0,24.0,550.0,45,16,492,2
49501,0,0,6.0,500.0,6,54,885,2
5320,1,1,576.5800000000017,1000.0,79,25,1266,2
46252,1,0,576.5800000000017,700.0,63,24,88,2
20249,1,0,295.0,700.0,0,24,369,2
16221,1,0,570.0,300.0,22,73,2345,2
15124,0,0,17.0,350.0,20,73,447,2
23236,1,0,410.0,500.0,28,24,1682,4
12037,0,0,220.0,150.0,77,37,1323,2
29362,1,0,154.0,400.0,0,73,1453,2
36719,0,0,576.5800000000017,650.0,43,24,61,4
27519,1,1,535.0,900.0,22,24,97,2
17439,1,0,0.0,150.0,39,73,2375,4
45065,1,0,0.0,200.0,18,36,12,2
40237,1,0,9.0,500.0,53,50,1617,4
26678,1,0,138.0,250.0,46,73,2297,2
34675,0,0,152.0,1300.0,44,71,46,5
43547,1,0,207.0,250.0,79,73,2274,4
17830,1,0,38.0,600.0,26,36,2185,2
36696,1,0,576.5800000000017,600.0,43,24,352,4
46384,1,0,5.0,350.0,82,73,1788,2
36124,0,0,0.0,300.0,18,73,360,2
25886,1,0,4.0,100.0,2,73,2185,2
7941,0,0,46.0,600.0,54,16,492,4
12162,1,0,319.0,800.0,12,24,1917,2
23469,1,1,576.5800000000017,1000.0,3,24,1617,4
44988,1,0,0.0,200.0,78,73,12,2
1426,1,0,92.0,300.0,28,73,2287,2
16232,1,0,121.0,400.0,39,73,1704,2
17894,1,0,332.0,800.0,26,26,929,2
38628,1,1,576.5800000000017,1300.0,77,25,191,4
19256,1,0,0.0,500.0,59,73,474,4
3957,1,0,77.0,350.0,22,73,2046,2
37546,1,0,9.0,700.0,45,7,1256,5
30865,1,0,6.0,300.0,45,36,720,2
27725,1,0,55.0,500.0,0,36,1853,2
46115,1,1,576.5800000000017,1100.0,26,25,1392,6
48072,0,0,31.0,150.0,52,83,1547,3
27403,1,0,15.0,400.0,0,73,1190,2
42351,1,0,77.0,300.0,20,73,1617,2
46360,1,0,73.0,250.0,53,83,1558,2
6350,0,0,576.5800000000017,200.0,12,73,2185,4
50166,0,0,18.0,500.0,84,86,1374,2
43564,1,0,88.0,350.0,79,73,1794,4
44671,1,0,11.0,300.0,70,56,1116,4
16973,1,1,576.5800000000017,600.0,22,26,2065,4
12131,1,0,31.0,450.0,20,73,798,2
32266,1,0,391.0,500.0,39,86,1654,2
18643,0,0,576.5800000000017,1300.0,26,63,1346,4
18367,1,0,25.0,550.0,16,24,820,2
33644,1,0,511.0,500.0,44,37,1080,3
51082,1,0,514.0,850.0,84,24,858,4
3972,1,0,65.0,100.0,6,86,2321,2
41519,1,0,25.0,300.0,33,37,1323,3
6184,0,1,576.5800000000017,1300.0,50,33,885,4
17370,1,1,190.0,1000.0,41,16,492,4
36581,1,1,459.0,1300.0,45,25,1617,4
31792,1,0,0.0,200.0,0,73,12,4
47717,1,1,203.0,1200.0,67,24,1769,2
48590,0,1,126.0,1300.0,79,24,906,4
6990,0,0,21.0,400.0,9,37,1323,2
18922,0,0,38.0,200.0,26,73,2266,4
24998,1,0,119.0,800.0,2,24,104,4
28441,0,0,439.0,500.0,43,24,1704,4
46692,1,0,290.0,700.0,53,20,1073,3
47730,1,0,114.0,500.0,20,36,1682,2
49542,0,0,281.0,400.0,72,84,1551,3
41498,0,1,72.0,400.0,9,17,519,3
48848,0,1,576.5800000000017,1000.0,6,24,1945,0
41740,1,0,66.0,600.0,54,73,1654,4
15560,0,0,0.0,100.0,75,73,1617,4
27467,1,1,202.0,500.0,22,16,683,2
45899,1,0,338.0,800.0,26,26,556,4
8662,1,0,23.0,350.0,0,73,2253,2
14343,0,0,0.0,150.0,19,73,2185,4
26151,1,1,135.0,1000.0,2,24,1854,4
37630,0,1,157.0,1000.0,43,69,1254,6
39218,0,0,12.0,200.0,15,73,2211,4
25722,1,0,68.0,800.0,24,24,2187,2
49033,1,0,142.0,450.0,54,24,1982,2
28372,0,0,53.0,600.0,42,5,251,4
21094,1,0,310.0,750.0,30,16,562,4
43602,1,0,48.0,300.0,79,73,1617,4
18827,1,0,66.0,350.0,26,73,1688,4
38262,0,0,362.0,400.0,67,73,1654,2
5076,1,0,382.0,500.0,79,16,2076,1
34768,1,0,101.0,900.0,45,40,1071,1
39477,1,0,154.0,500.0,63,37,1316,2
23101,1,0,34.0,500.0,0,0,234,3
12707,0,1,183.0,1300.0,49,25,1393,4
31059,0,1,576.5800000000017,1300.0,43,7,1006,4
49759,1,0,10.0,300.0,72,73,1654,4
37740,0,0,576.5800000000017,600.0,12,16,492,1
21101,0,0,26.0,200.0,30,73,2185,4
42261,0,0,8.0,800.0,8,73,918,1
16015,1,0,117.0,900.0,22,24,443,2
44166,1,0,14.0,150.0,69,73,2099,2
650,1,0,28.0,150.0,1,73,1116,4
15427,1,0,62.0,300.0,20,73,1382,4
7927,1,0,507.0,900.0,84,24,798,4
1689,1,0,0.0,300.0,0,36,2136,2
15474,1,0,30.0,200.0,20,73,2266,4
18629,1,0,6.0,500.0,59,0,227,3
29775,1,0,576.5800000000017,1000.0,22,24,217,2
37915,1,0,122.0,400.0,50,73,2071,2
15075,1,1,81.0,800.0,79,24,858,2
7392,1,0,372.0,750.0,9,24,806,2
4984,1,1,576.5800000000017,1200.0,12,25,288,0
3451,1,1,336.0,700.0,30,24,913,4
41063,0,0,4.0,400.0,9,73,76,2
35113,1,0,270.0,450.0,39,73,1700,2
25418,1,0,114.0,300.0,35,73,1758,2
3652,1,0,4.0,500.0,85,73,1137,4
18461,1,0,23.0,400.0,84,24,1682,2
16944,1,0,11.0,400.0,22,13,1068,3
13113,1,0,261.0,500.0,74,24,1682,4
26518,0,1,32.0,1000.0,43,24,1682,0
36652,0,0,35.0,300.0,45,73,1782,4
51661,0,1,576.5800000000017,1300.0,84,7,1022,5
486,1,0,133.0,300.0,1,73,1522,2
40061,0,0,33.0,600.0,73,2,234,3
21190,1,0,339.0,300.0,30,73,763,4
5434,1,0,0.0,400.0,8,50,2304,2
23091,1,0,193.0,300.0,30,37,1080,3
19423,1,0,130.0,650.0,30,16,661,1
51594,1,0,97.0,500.0,84,73,1853,4
40303,0,0,18.0,1300.0,71,46,936,4
33890,0,0,203.0,350.0,44,54,267,4
27313,1,0,20.0,150.0,0,11,1126,2
20904,0,0,60.0,200.0,30,37,1323,3
39898,1,0,24.0,300.0,57,86,1126,2
37043,0,0,32.0,500.0,18,73,788,4
34909,1,0,219.0,600.0,43,78,2122,2
22563,0,0,60.0,400.0,28,73,52,2
1858,1,0,7.0,300.0,3,83,1550,3
33650,0,0,12.0,500.0,44,16,681,3
40880,0,0,0.0,400.0,54,73,2266,2
12638,0,1,576.5800000000017,1300.0,66,46,1852,4
46415,1,1,109.0,1200.0,87,6,890,2
14539,1,0,45.0,400.0,19,73,1745,4
15688,0,0,6.0,450.0,61,24,2262,4
20742,0,0,4.0,400.0,3,50,811,2
13933,1,0,0.0,400.0,19,86,379,2
39849,1,0,136.0,1300.0,15,24,211,2
16871,1,0,102.0,450.0,22,37,1323,3
49289,0,0,29.0,300.0,72,73,2014,2
34287,1,0,106.0,300.0,25,73,342,4
33325,1,1,126.0,900.0,22,24,1936,2
47032,1,0,462.0,200.0,53,73,770,4
31481,1,0,461.0,500.0,46,73,1669,4
7700,1,0,284.0,300.0,54,37,1080,3
